"","Gene_id","Variant","Percent_12B","Percent_10G","Percent_3D7B","Percent_B11","Percent_A7","Percent_E5","MaxRedPercentDif","MeanRedPercent","MaxRedPercent","Interval","areaFC","area_12B","area_10G","area_3D7B","area_B11","area_A7","area_E5","MaxArea","MinArea","MeanPercent","rel_12B","rel_10G","rel_3D7B","rel_B11","rel_A7","rel_E5","Gene_name","Annot","state_12B","state_10G","state_3D7B","state_B11","state_A7","state_E5","category_12B","category_10G","category_3D7B","category_B11","category_A7","category_E5"
"1178","PF3D7_0528000",FALSE,90.9663865546218,91.5775401069519,91.2337662337662,85.8288770053476,88.2352941176471,84.6638655462185,6.91367456073338,88.7509549274255,91.5775401069519,"Mid",2.1458290911568,43.5525750219228,45.6379246682721,45.0064337963479,19.9231911788116,19.4801508703123,16.7765233922132,45.6379246682721,16.7765233922132,91.831035084657,"max","max","max","min","min","min","UMP1","proteasome maturation factor UMP1, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1179","PF3D7_0528100",FALSE,91.2719633307869,90.6035141329259,90.2788388082506,78.6669213139801,77.1390374331551,76.3368983957219,14.9350649350649,84.0495289024701,91.2719633307869,"Left",0.369850127828697,7.2042573851422,8.50295048754445,6.42054188419211,9.67914310038824,5.32310088259153,4.70465888109226,9.67914310038824,4.70465888109226,69.6063885494851,"mid","max","mid","max","min","min","null","AP-1 complex subunit beta, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1180","PF3D7_0528200",FALSE,85.179526355997,84.9694423223835,85.1413292589763,84.6829640947288,82.5821237585943,83.0022918258212,2.59740259740261,84.2596129360835,85.179526355997,"Left",0.938225989268825,37.0930027994366,36.2215318312663,35.1028860770619,26.3692007807681,25.4779982432221,24.4738632437709,37.0930027994366,24.4738632437709,88.854948507593,"max","max","max","min","min","min","EIF3E","eukaryotic translation initiation factor 3 subunit E, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1181","PF3D7_0528300",FALSE,55.1948051948052,50.916730328495,44.6715049656226,72.4598930481284,68.5255920550038,74.38884644767,29.7173414820474,61.0262286732875,74.38884644767,"Left",1.31093283768118,9.17869647741638,6.75111303404477,5.03137335955743,22.6634200263693,18.4633306582684,18.6975941997551,22.6634200263693,5.03137335955743,30.18415081166,"min","min","min","max","max","max","null","conserved protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1182","PF3D7_0528400",FALSE,82.5821237585943,75.362872421696,83.2123758594347,83.5752482811306,82.0282658517953,82.8495034377387,8.21237585943467,81.6017316017316,83.5752482811306,"Right",1.04318250581355,45.1002607340177,43.536980623412,44.0539264548038,57.5677853266042,51.8745255084663,54.4204625054491,57.5677853266042,43.536980623412,81.4365508814802,"min","min","min","max","mid","max","DHHC7","palmitoyltransferase DHHC7","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1183","PF3D7_0528500",FALSE,31.1306340718105,37.012987012987,31.9327731092437,34.1291061879297,46.0656990068755,36.2490450725745,14.9350649350649,36.0867074102368,46.0656990068755,"Right",1.16156142341744,37.3485803046916,37.4700097706105,35.3534511715555,24.6171294219863,21.8470086256459,22.0079183837106,37.4700097706105,21.8470086256459,45.6667830336883,"max","max","max","min","min","min","CPalpha","F-actin-capping protein subunit alpha, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1184","PF3D7_0528600",FALSE,67.436974789916,72.5935828877005,68.5446906035141,50.4774637127578,53.1512605042017,57.3911382734912,22.1161191749427,61.5991851285969,72.5935828877005,"Mid",0.276826015239041,17.6240585867567,17.6309192083498,19.3996390184953,17.1398735620062,17.6966300521657,15.6763291135302,19.3996390184953,15.6763291135302,75.2094606388549,"mid","mid","max","mid","mid","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1185","PF3D7_0528700",FALSE,56.0160427807487,65.6035141329259,59.3009931245225,94.3086325439267,95.244461420932,95.8174178762414,39.8013750954927,77.7151769798829,95.8174178762414,"Left",1.72502645978732,39.4253072837288,39.1706361742773,38.2746068258254,16.2237013995893,28.9940125689165,31.9507469754484,39.4253072837288,16.2237013995893,66.4819340198988,"max","max","max","min","mid","max","23 CYP","peptidyl-prolyl cis-trans isomerase","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive_FC_Dif_min","Active_FC_Dif_mid","Active_FC_Dif_max","Active","Active","Active","Inactive","Active","Active"
"1186","PF3D7_0528800",FALSE,56.5699006875477,53.5905271199389,49.8090145148969,56.1306340718105,50.9358288770053,55.2330022918258,6.76088617265088,53.7114845938375,56.5699006875477,"Mid",0.496695113543918,32.2508290942478,30.4855087072684,30.6547694525138,26.1488285387329,25.5702798170821,26.0247941744833,32.2508290942478,25.5702798170821,55.1012393087799,"max","max","max","min","min","min","null","nucleolar preribosomal GTPase, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1187","PF3D7_0528900",FALSE,15.3934300993125,13.3307868601986,15.0687547746371,18.4300993124523,15.6990068754775,14.4576012223071,5.09931245225363,15.3966131907308,18.4300993124523,"Left",2.27088557979058,42.854658843961,48.2832873905581,35.3161978228308,26.0402697886608,18.7862984640239,17.7398763423748,48.2832873905581,17.7398763423748,14.3000523651597,"max","max","mid","min","min","min","null","conserved protein, unknown function","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1188","PF3D7_0529000",FALSE,76.1650114591291,69.4232238349885,71.0466004583652,69.4423223834989,64.5339954163484,69.2131398013751,11.6310160427807,69.9707155589509,76.1650114591291,"Left",0.26201014546399,8.2785233121278,7.54819272102741,7.20346838529274,10.7275048417834,7.39982755805232,7.23826272026783,10.7275048417834,7.20346838529274,62.9211031593646,"min","min","min","max","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1189","PF3D7_0529100",FALSE,75.4392666157372,76.0504201680672,68.9839572192513,50.9549274255157,50.5920550038197,47.440794499618,28.6096256684492,61.5769034886682,76.0504201680672,"Mid",0.299601841492937,29.6428990975184,31.3548969097076,33.235428328496,29.6375245495112,29.3684621520033,29.205783560416,33.235428328496,29.205783560416,57.6213126200035,"min","mid","max","min","min","min","ATrx2","thioredoxin-like protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1190","PF3D7_0529200",FALSE,15.546218487395,15.6990068754775,12.6432391138273,9.09090909090909,8.25057295645531,8.65164247517189,7.44843391902215,11.6469314998727,15.6990068754775,"Right",0.717802219137721,13.0204597985384,16.4716597016629,9.92518212062995,19.5796219680323,15.514524100253,16.3843592440156,19.5796219680323,9.92518212062995,21.0398847966486,"min","max","min","max","mid","max","null","sugar transporter, putative","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1191","PF3D7_0529300",FALSE,42.2650878533231,38.7318563789152,40.9472880061115,30.9205500381971,27.1199388846448,24.9618029029794,17.3032849503438,34.1577540106952,42.2650878533231,"Mid",2.2259339306105,47.2236365491738,47.4304063839176,46.4107088939055,23.0999928473322,17.4915950172064,18.2226385902315,47.4304063839176,17.4915950172064,41.2441089195322,"max","max","max","min","min","min","TIC22","apicoplast TIC22 protein","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1192","PF3D7_0529400",FALSE,95.0534759358289,93.9839572192513,94.9579831932773,88.292589763178,87.7960275019099,86.4782276546982,8.57524828113064,91.0937102113573,95.0534759358289,"Right",1.11495209359853,54.2294801897734,54.6780355441145,55.3678666033173,40.5445283854814,40.4300151927111,40.3717609444171,55.3678666033173,40.3717609444171,76.2174899633444,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1193","PF3D7_0529500",FALSE,57.1237585943468,60.2941176470588,54.3544690603514,65.0305576776165,53.8770053475936,57.8304048892284,11.1535523300229,58.0850522026993,65.0305576776165,"Mid",2.10023070923837,42.914460723623,42.0606461848326,42.8458818154113,17.0431924316457,17.8123077787309,14.6663576843669,42.914460723623,14.6663576843669,63.4840286262873,"max","max","max","min","min","min","null","cell cycle regulator protein, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1194","PF3D7_0529600",FALSE,14.1902215431627,11.3063407181054,10.485103132162,6.01604278074866,5.36669213139801,5.69136745607334,8.82352941176471,8.84262796027502,14.1902215431627,"Left",0.89384231673566,14.2176264369746,16.8826368036207,12.5361587696327,21.4798887159458,9.45770955585118,9.8193995766084,21.4798887159458,9.45770955585118,2.96954093209984,"mid","mid","min","max","min","min","null","tRNA Arginine","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1195","PF3D7_0529700",FALSE,19.6142093200917,24.7517188693659,23.414820473644,25.8976317799847,24.5607333842628,28.7242169595111,9.11000763941941,24.4938884644767,28.7242169595111,"Left",0.448227295766833,16.9008394857251,19.0561054491538,15.8346499804411,13.1856688974199,13.8286848248547,13.0274483210899,19.0561054491538,13.0274483210899,22.4515622272648,"mid","max","mid","min","min","min","null","heptatricopeptide repeat-containing protein, putative","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1196","PF3D7_0529800",FALSE,51.6233766233766,63.3498854087089,45.4736440030558,50.2482811306341,58.6134453781513,46.6195569136746,17.8762414056532,52.6546982429335,63.3498854087089,"Right",1.3458812290832,15.9697008816946,16.745074527999,15.1671249989027,30.7143517431607,33.2692275300718,30.5515349918071,33.2692275300718,15.1671249989027,60.0061092686333,"min","min","min","max","max","max","null","conserved Plasmodium protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1197","PF3D7_0529900",FALSE,86.2681436210848,88.7318563789152,89.7249809014515,81.8181818181818,79.0488922841864,80.1184110007639,10.6760886172651,84.2850776674306,89.7249809014515,"Left",0.486279044778594,4.04434722708531,5.05928959761344,5.53846017902686,10.5848003793574,7.8319416762266,6.00254253601543,10.5848003793574,4.04434722708531,83.8148018851458,"min","min","min","max","mid","min","null","RING zinc finger protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1198","PF3D7_0530000",FALSE,70.5691367456073,67.3414820473644,72.6317799847212,67.8571428571429,69.0412528647823,64.8586707410237,7.77310924369748,68.716577540107,72.6317799847212,"Right",0.689669816635271,9.77398440526204,8.8629739238304,11.4887586104428,18.1390329575748,16.0484367228943,17.5351609237885,18.1390329575748,8.8629739238304,83.6969802757898,"min","min","min","max","max","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1199","PF3D7_0530100",FALSE,62.012987012987,37.9679144385027,78.3995416348358,83.1550802139037,77.4064171122995,83.3651642475172,45.3972498090145,70.384517443341,83.3651642475172,"Right",0.19718396966588,10.8589760165932,9.97132683214909,11.1501724602112,9.71828864241892,8.49804806820512,10.79990061699,11.1501724602112,8.49804806820512,69.8376680048874,"max","mid","max","mid","min","max","SYN6","SNARE protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1200","PF3D7_0530200",FALSE,74.4652406417112,80.4812834224599,77.1581359816654,71.4858670741024,65.0305576776165,68.8120702826585,15.4507257448434,72.9055258467023,80.4812834224599,"Left",0.816386148657784,25.7597713614237,22.6835462155214,24.9028333341776,19.8808991813755,15.5420862892174,14.7793776619765,25.7597713614237,14.7793776619765,66.7066678303369,"max","max","max","mid","min","min","PPT","phosphoenolpyruvate/phosphate translocator","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1201","PF3D7_0530300",FALSE,64.4003055767762,66.5011459129106,75.7639419404125,73.4530175706646,72.0206264323911,74.1405653170359,11.3636363636364,71.0466004583652,75.7639419404125,"Left",1.01856814807831,14.5772761207377,9.40574883940382,8.5314465062886,20.7851702374797,8.17264735303231,7.08542864582639,20.7851702374797,7.08542864582639,49.799266887764,"mid","min","min","max","min","min","null","conserved Plasmodium membrane protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1202","PF3D7_0530400",FALSE,18.5446906035141,17.9335370511841,17.7998472116119,17.4942704354469,14.1520244461421,18.2964094728801,4.39266615737204,17.3701298701299,18.5446906035141,"Left",2.00560152577152,18.8548453008595,20.3045568618126,21.9574181303366,36.3406306878211,45.1374314936899,45.8301858224864,45.8301858224864,18.8548453008595,19.5060219933671,"min","min","min","mid","max","max","null","conserved Plasmodium protein, unknown function","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1203","PF3D7_0530500",FALSE,12.012987012987,10.7524828113063,9.43468296409473,9.66386554621849,8.70893812070283,9.66386554621849,3.30404889228419,10.039470333588,12.012987012987,"Left",1.96218781410108,30.1301570415928,26.2239819283697,20.1903141176489,8.03289955776357,3.73873094193328,9.73696732603828,30.1301570415928,3.73873094193328,9.34718100890208,"max","max","mid","min","min","min","null","conserved Plasmodium membrane protein, unknown function","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1204","PF3D7_0530600",FALSE,33.5943468296409,34.205500381971,30.8059587471352,65.2215431627196,63.7318563789152,70.0725744843392,39.266615737204,49.6052966641202,70.0725744843392,"Left",0.458284552826877,30.2599229493963,31.5108708717591,30.6580759701331,25.3469436362376,28.5903568304369,29.1310421403378,31.5108708717591,25.3469436362376,55.5594344562751,"max","max","max","min","mid","mid","null","XAP-5 DNA binding protein, putative","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1205","PF3D7_0530700",FALSE,22.5744843391902,21.3330786860199,19.7288006111536,35.5614973262032,28.7624140565317,31.9327731092437,15.8326967150497,26.6488413547237,35.5614973262032,"Left",0.801898093671844,38.936620756885,38.964461542492,38.0071617697671,32.2579088253981,28.5383440859544,28.1789321826057,38.964461542492,28.1789321826057,34.9101064758248,"max","max","max","mid","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1206","PF3D7_0530750",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.5103857566766,NA,NA,NA,NA,NA,NA,"DPM3","dolichol-phosphate mannosyltransferase subunit 3, putative","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active_FCna_Redna","Active","Active","Active","Active","Active","Active"
"1207","PF3D7_0530800",FALSE,9.26279602750191,8.9572192513369,6.32161955691367,22.0397249809015,33.5179526355997,35.8479755538579,29.5263559969442,19.3245480010186,35.8479755538579,"Left",2.00172063651674,37.6156316595529,38.6805759543063,20.9588028476762,22.6968148109038,11.7574333931561,13.9297659136059,38.6805759543063,11.7574333931561,28.4822831209635,"max","max","mid","mid","min","min","null","CPW-WPC family protein","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1208","PF3D7_0530900",FALSE,82.1810542398778,81.1306340718105,79.144385026738,47.4025974025974,53.7433155080214,38.9419404125286,43.2391138273491,63.7573211102623,82.1810542398778,"Right",1.06991613137832,38.8446211982031,40.1960422191021,38.57097261338,30.3234402701818,28.2129302322779,25.8056702520637,40.1960422191021,25.8056702520637,38.4643916913947,"max","max","max","min","min","min","FRM1","formin 1","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active","Active","Active","Inactive","Inactive","Inactive"
"1209","PF3D7_0531000",FALSE,53.2276546982429,46.9442322383499,49.1787624140565,42.1886936592819,42.9717341482047,43.6783804430863,11.038961038961,46.3649096002037,53.2276546982429,"Right",1.20593304359054,18.7567942875054,19.8901752755004,19.9053148528751,5.41160195504612,3.6855154165823,4.63271270186708,19.9053148528751,3.6855154165823,37.4978181183453,"max","max","max","min","min","min","null","SURF1 domain-containing protein, putative","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1210","PF3D7_0531100",FALSE,71.1802902979373,62.4331550802139,62.012987012987,37.7196333078686,44.6906035141329,32.1046600458365,39.0756302521008,51.6902215431627,71.1802902979373,"Right",1.51003873356886,38.5629313241152,39.4877668408728,36.6229443457576,25.0513673076449,22.6206063295107,19.1777458743716,39.4877668408728,19.1777458743716,29.0495723511957,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Active_FC_Dif_max","Active_FC_Dif_max","Active_FC_Dif_max","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Inactive_FC_Dif_min","Active","Active","Active","Inactive","Inactive","Inactive"
"1211","PF3D7_0531200",FALSE,22.0588235294118,27.7310924369748,28.170359052712,14.6294881588999,11.7456073338426,9.87394957983193,18.2964094728801,19.0348866819455,28.170359052712,"Mid",3.72037539631996,33.0888933022138,33.5680514340408,31.8090754384339,75.6878820782604,81.8481245189373,79.7445173663222,81.8481245189373,31.8090754384339,21.9890033164601,"min","min","min","max","max","max","null","ribosomal protein S16, mitochondrial, putative","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive_FC","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1212","PF3D7_0531300",FALSE,14.1138273491215,20.3781512605042,22.0015278838808,23.5103132161956,24.083269671505,22.8418640183346,9.9694423223835,21.1548255665903,24.083269671505,"Right",1.6629178575097,35.709438657443,37.0973860083058,34.1274861596558,18.3026346817034,14.7311408248004,15.937682306181,37.0973860083058,14.7311408248004,41.4164775702566,"max","max","max","min","min","min","null","conserved Plasmodium protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1213","PF3D7_0531400",FALSE,42.9526355996944,46.6959511077158,44.6906035141329,28.1894576012223,26.6424751718869,30.977845683728,20.0534759358289,36.6914947797301,46.6959511077158,"Left",1.15242475373351,24.2060146058443,26.129013184849,25.6347838745728,37.6568281325775,38.9518355621839,39.70612754356,39.70612754356,24.2060146058443,36.8716180834352,"min","min","min","max","max","max","null","conserved Plasmodium protein, unknown function","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1214","PF3D7_0531500",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1192180136149,NA,NA,NA,NA,NA,NA,"null","unspecified product","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive_FCna_Redna","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1215","PF3D7_0531600",FALSE,100,99.9809014514897,99.9618029029794,99.2360580595875,99.2360580595875,99.2360580595875,0.763941940412522,99.6084797555386,100,"Right",0.342769138354409,17.2673934606571,21.8776383715239,18.36362049409,NA,NA,NA,21.8776383715239,17.2673934606571,NA,"min","max","min",NA,NA,NA,"null","18S ribosomal RNA","Active_RNASeqNA_rescue","Active_RNASeqNA_rescue","Active_RNASeqNA_rescue","Active_RNASeqNA_rescue","Active_RNASeqNA_rescue","Active_RNASeqNA_rescue","Active","Active","Active","Active","Active","Active"
"1216","PF3D7_0531700",FALSE,89.1138273491215,83.6516424751719,88.7318563789152,94.6142093200917,94.1940412528648,93.0672268907563,10.9625668449198,90.5621339444869,94.6142093200917,"Mid",3.4396041010053,90.7041668781686,85.8911401836637,88.5050216304012,44.4414917196473,45.6990538193357,46.4822239428366,90.7041668781686,44.4414917196473,NA,"max","max","max","min","min","min","null","unspecified product","Active_RNASeqNA_rescue_FC_max","Active_RNASeqNA_rescue_FC_max","Active_RNASeqNA_rescue_FC_max","Inactive_RNASeqNA_rescue_FC_min","Inactive_RNASeqNA_rescue_FC_min","Inactive_RNASeqNA_rescue_FC_min","Active","Active","Active","Inactive","Inactive","Inactive"
"1217","PF3D7_0532100",FALSE,99.2360580595875,99.5607333842628,99.1596638655462,97.9182582123759,97.8991596638655,97.8991596638655,1.66157372039726,98.6121721415839,99.5607333842628,"Right",0.691199059873078,28.0692214992115,27.0709870243523,27.3114129298539,23.090106390455,18.7725941439186,22.9982394752479,28.0692214992115,18.7725941439186,99.8865421539536,"max","max","max","mid","min","mid","ETRAMP5","early transcribed membrane protein 5","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1218","PF3D7_0532200",FALSE,28.1512605042017,25.5920550038197,26.3750954927426,37.2612681436211,34.1864018334607,33.9572192513369,11.6692131398014,30.9205500381971,37.2612681436211,"Mid",0.843493117411231,14.9260974052607,13.0591238341814,14.6648920464241,3.58111497607964,5.37015937431711,4.58181039612536,14.9260974052607,3.58111497607964,30.7448943969279,"max","max","max","min","min","min","null","Plasmodium exported protein (PHISTc), unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1219","PF3D7_0532300",FALSE,95.4545454545455,96.6768525592055,95.4354469060351,92.5897631779985,95.7792207792208,95.3972498090145,4.08708938120702,95.2221797810033,96.6768525592055,"Mid",0.900375159599963,45.9059502361825,44.0915235017362,46.8265050589575,35.4627377325711,47.5727836291906,40.4651803108747,47.5727836291906,35.4627377325711,92.3852330249607,"max","max","max","min","max","mid","null","Plasmodium exported protein (PHISTb), unknown function","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active","Active"
"1220","PF3D7_0532400",FALSE,79.2398777692895,82.0091673032849,78.2467532467532,87.4713521772345,90.85179526356,91.100076394194,12.8533231474408,84.8198370257194,91.100076394194,"Left",1.02598456946282,46.6095467881986,47.1946481667811,48.7281038508569,34.928611391582,44.2763962798351,44.0363832101553,48.7281038508569,34.928611391582,93.7554547041368,"max","max","max","min","max","mid","LyMP","lysine-rich membrane-associated PHISTb protein","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active_FC","Active","Active","Active","Active","Active","Active"
"1221","PF3D7_0532500",FALSE,29.8510313216196,34.2627960275019,42.6661573720397,29.8510313216196,57.1619556913675,62.2230710466005,32.3720397249809,42.6693404634581,62.2230710466005,"Left",1.20828713180998,34.3079352845188,27.0935453489033,36.8084350627395,33.4659320764473,43.3450072717476,42.3688742931731,43.3450072717476,27.0935453489033,43.6158142782336,"mid","min","mid","mid","max","max","null","Plasmodium exported protein, unknown function","Active_FC_Dif_mid","Inactive_FC_Dif_min","Active_FC_Dif_mid","Active_FC_Dif_mid","Active_FC_Dif_max","Active_FC_Dif_max","Active","Inactive","Active","Active","Active","Active"
"1222","PF3D7_0532600",TRUE,41.157372039725,11.0580595874714,45.5309396485867,17.0359052711994,87.012987012987,87.4904507257448,76.4323911382735,48.2142857142857,87.4904507257448,"Mid",4.07755060453085,78.4645586383111,42.6436483246276,81.6354971954102,37.1183426389967,91.9613982699366,91.5393219645393,91.9613982699366,37.1183426389967,87.4890905917263,"max","min","max","min","max","max","null","Plasmodium exported protein, unknown function","Var_Active_FC","Var_Repressed_FC_noredpcnt","Var_Active_FC","Var_Repressed_FC_noredpcnt","Var_Active_FC","Var_Active_FC","Var_Active","Var_Repressed","Var_Active","Var_Repressed","Var_Active","Var_Active"
"1223","PF3D7_0532700",TRUE,7.39113827349121,6.47440794499618,7.27654698242934,1.37509549274255,1.60427807486631,1.39419404125286,6.01604278074866,4.25261013496308,7.39113827349121,"Left",1.02243283573488,25.5892658605538,21.3627776352982,22.4795323893702,11.8375442199197,23.3186462634365,19.0024960739291,25.5892658605538,11.8375442199197,9.49336707976959,"max","max","max","min","max","mid","VAR","erythrocyte membrane protein 1 (PfEMP1), pseudogene","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"1224","PF3D7_0532800",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9744283470065,NA,NA,NA,NA,NA,NA,"null","stevor, pseudogene","Not_Settable","Not_Settable","Not_Settable","Not_Settable","Not_Settable","Not_Settable","No_Category","No_Category","No_Category","No_Category","No_Category","No_Category"
"1225","PF3D7_0532900",TRUE,1.77616501145913,1.24140565317036,0.840336134453782,3.74331550802139,2.99847211611918,4.43086325439267,3.59052711993888,2.50509294626942,4.43086325439267,"Left",1.37605234477633,2.16446633647243,NA,NA,20.6723703737141,14.4292350739584,17.7246737190079,20.6723703737141,2.16446633647243,24.6967184499913,"min",NA,NA,"max","mid","max","RIF","rifin","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"1226","PF3D7_0533000",TRUE,3.13216195569137,5.84415584415584,9.93124522536287,15.7754010695187,19.6715049656226,12.7578304048892,16.5393430099312,11.1853832442068,19.6715049656226,"Left",6.63110066188628,27.3690723721125,30.6226608308003,53.5285412529727,45.5273798609638,56.817971481694,116.557376274483,116.557376274483,27.3690723721125,16.4230232152208,"min","min","min","min","min","max","RIF","rifin, pseudogene","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
"1227","PF3D7_0533100",TRUE,11.1726508785332,11.8220015278839,18.1245225362872,16.8640183346066,18.659281894576,24.5989304812834,13.4262796027502,16.8735676088617,24.5989304812834,"Sides",1.19162906377202,12.228452963862,11.9956810816887,28.0230919894223,16.2463695024702,14.2762433553197,19.9987414059667,28.0230919894223,11.9956810816887,20.0864025135277,"min","min","max","min","min","mid","VAR1CSA","erythrocyte membrane protein 1 (PfEMP1), pseudogene","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed","Var_Repressed"
