"","Gene_id","Variant","Percent_12B","Percent_10G","Percent_3D7B","MaxRedPercentDif","MeanRedPercent","MaxRedPercent","Interval","areaFC","area_12B","area_10G","area_3D7B","MaxArea","MinArea","MeanPercent","rel_12B","rel_10G","rel_3D7B","Gene_name","Annot","state_12B","state_10G","state_3D7B","category_12B","category_10G","category_3D7B"
"1066","PF3D7_0524800",FALSE,41.5966386554622,32.6967150496562,35.3514132925898,8.89992360580596,36.5482556659027,41.5966386554622,"Left",0.31462737425997,26.999994751665,26.6289308391315,22.7682565678684,26.999994751665,22.7682565678684,33.2976959329726,"max","max","min","UFD1","ubiquitin fusion degradation protein 1, putative","Active","Active","Active","Active","Active","Active"
"1067","PF3D7_0524900",FALSE,32.31474407945,34.3582887700535,28.4568372803667,5.90145148968679,31.7099567099567,34.3582887700535,"Left",0.205515601136401,40.2292405959848,39.7825720262626,37.4650557607002,40.2292405959848,37.4650557607002,51.0669401291674,"max","max","min","TYW1","S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative","Active","Active","Active","Active","Active","Active"
"1068","PF3D7_0525000",FALSE,67.5324675324675,70.7028265851795,71.1420932009167,3.6096256684492,69.7924624395213,71.1420932009167,"Left",0.491692157456104,34.4653693507322,35.0270569815683,41.0786288685168,41.0786288685168,34.4653693507322,47.7461162506546,"min","min","max","null","zinc finger protein, putative","Active","Active","Active","Active","Active","Active"
"1069","PF3D7_0525100",FALSE,91.9595110771581,85.8288770053476,90.2979373567609,6.13063407181055,89.3621084797555,91.9595110771581,"Right",0.126389347468982,9.3467644647794,10.5415664448401,11.0467011882372,11.0467011882372,9.3467644647794,91.8877640076802,"min","max","max","ACS10","acyl-CoA synthetase","Active","Active","Active","Active","Active","Active"
"1070","PF3D7_0525200",FALSE,70.2062643239114,86.8029029793736,84.6638655462185,16.5966386554622,80.5576776165012,86.8029029793736,"Mid",0.166975223998714,21.4658333196932,23.7116500824759,21.7048339453246,23.7116500824759,21.4658333196932,63.4491185198115,"min","max","min","SMC6","structural maintenance of chromosomes protein 6, putative","Active","Active","Active","Active","Active","Active"
"1071","PF3D7_0525300",FALSE,89.6294881588999,88.3498854087089,84.9121466768526,4.71734148204737,87.6305067481538,89.6294881588999,"Sides",0.193554491750067,26.5807814893749,24.7275828089617,27.3308907230001,27.3308907230001,24.7275828089617,31.0830860534125,"max","min","max","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"1072","PF3D7_0525400",FALSE,42.0168067226891,37.3376623376623,39.7058823529412,4.67914438502674,39.6867838044309,42.0168067226891,"Left",0.356885742070536,11.9776780868636,9.62988707992037,7.17756485601489,11.9776780868636,7.17756485601489,34.2969977308431,"max","mid","min","null","7-helix-1 protein","Active","Active","Active","Active","Active","Active"
"1073","PF3D7_0525500",FALSE,24.9045072574484,24.4652406417112,19.3086325439267,5.59587471352177,22.8927934810288,24.9045072574484,"Left",0.131275245276796,43.9122726273255,42.8751337723968,42.1466205783526,43.9122726273255,42.1466205783526,33.6075231279455,"max","mid","min","null","WD repeat-containing protein, putative","Active","Active","Active","Active","Active","Active"
"1074","PF3D7_0525600",FALSE,29.6600458365164,30.0802139037433,32.6585179526356,2.99847211611917,30.7995925642984,32.6585179526356,"Left",0.295140889433048,21.4586654614849,20.1409553246849,17.4890204986104,21.4586654614849,17.4890204986104,40.6266364112411,"max","max","min","null","RNA methyltransferase, putative","Active","Active","Active","Active","Active","Active"
"1075","PF3D7_0525700",FALSE,50.4392666157372,45.7219251336898,37.9488158899924,12.4904507257448,44.7033358798065,50.4392666157372,"Left",0.259305604040818,34.8880311984973,33.5924462334732,31.4003708241483,34.8880311984973,31.4003708241483,68.9998254494676,"max","mid","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"1076","PF3D7_0525800",FALSE,99.5798319327731,99.3506493506494,99.637127578304,0.286478227654683,99.5225362872422,99.637127578304,"Mid",0.400201350316699,18.2133230241567,12.8306148623971,16.8443608337844,18.2133230241567,12.8306148623971,90.3997207191482,"max","min","max","IMC1g","inner membrane complex protein 1g, putative","Active","Active","Active","Active","Active","Active"
"1077","PF3D7_0525900",FALSE,4.46906035141329,3.30404889228419,6.83728036669213,3.53323147440795,4.87012987012987,6.83728036669213,"No Data",NA,NA,NA,NA,NA,NA,10.510123930878,NA,NA,NA,"NEK2","NIMA related kinase 2","Inactive_FCna","Inactive_FCna","Inactive_FCna","Inactive","Inactive","Inactive"
"1078","PF3D7_0526000",FALSE,25.0954927425516,24.2360580595875,22.3453017570665,2.7501909854851,23.8922841864018,25.0954927425516,"Mid",0.232887270183621,27.8560111149214,27.067263622888,24.7236773309517,27.8560111149214,24.7236773309517,32.5231279455402,"max","max","min","null","RAP protein, putative","Active","Active","Active","Active","Active","Active"
"1079","PF3D7_0526100",FALSE,20.731474407945,19.5378151260504,17.7616501145913,2.96982429335371,19.3436465495289,20.731474407945,"Left",0.189944528225502,11.7325456462597,14.0064180734438,11.4516641688108,14.0064180734438,11.4516641688108,33.7886193052889,"min","max","min","null","conserved Plasmodium membrane protein, unknown function","Active","Active","Active","Active","Active","Active"
"1080","PF3D7_0526200",FALSE,77.4255156608098,74.0068754774637,77.9602750190985,3.95339954163482,76.4642220524573,77.9602750190985,"Sides",0.260509311198431,24.2011817740464,20.6973315384275,22.1164047908474,24.2011817740464,20.6973315384275,66.0630127421889,"max","min","mid","ARF-GAP","ADP-ribosylation factor GTPase-activating protein, putative","Active","Active","Active","Active","Active","Active"
"1081","PF3D7_0526300",FALSE,38.2352941176471,44.2513368983957,38.7509549274255,6.01604278074866,40.4125286478228,44.2513368983957,"Right",0.221973354357103,7.81783005445476,4.83228843835172,7.004576707231,7.81783005445476,4.83228843835172,45.8500610926863,"max","min","max","WDR55","WD repeat-containing protein 55, putative","Active","Active","Active","Active","Active","Active"
"1082","PF3D7_0526400",FALSE,31.7990832696715,48.2238349885409,45.8747135217723,16.4247517188694,41.9658772599949,48.2238349885409,"Left",0.674099068175714,13.7575155465263,8.25193939765077,4.69088307956295,13.7575155465263,4.69088307956295,49.9738174201431,"max","mid","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1083","PF3D7_0526500",FALSE,51.9098548510313,50.9931245225363,48.7394957983193,3.170359052712,50.5474917239623,51.9098548510313,"Left",0.226558105541368,20.2825239985367,23.3297305180681,20.5987597321272,23.3297305180681,20.2825239985367,57.2002094606389,"min","max","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1084","PF3D7_0526600",FALSE,42.07410236822,43.048128342246,39.877769289534,3.17035905271199,41.6666666666667,43.048128342246,"Left",0.560897423689287,15.6831653537037,11.1754185313456,8.13909500508279,15.6831653537037,8.13909500508279,21.2777098970152,"max","mid","min","null","conserved Plasmodium protein, unknown function","Active_rescued","Active_rescued","Active_rescued","Active","Active","Active"
"1085","PF3D7_0526700",FALSE,70.9320091673033,74.8663101604278,67.4560733384263,7.41023682200152,71.0847975553858,74.8663101604278,"Sides",0.223849613871814,19.6381015409258,21.8618768590972,18.8510995525213,21.8618768590972,18.8510995525213,53.1964566241927,"min","max","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"1086","PF3D7_0526800",FALSE,70.912910618793,72.5553857906799,70.7983193277311,1.75706646294881,71.4222052457347,72.5553857906799,"Right",0.117922424021532,17.1041730040597,15.7032939576278,17.2893505607174,17.2893505607174,15.7032939576278,85.3813929132484,"max","min","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1087","PF3D7_0526900",FALSE,82.8495034377387,83.0977845683728,81.4553093964859,1.64247517188694,82.4675324675325,83.0977845683728,"Left",0.169275688732052,25.4821645644241,25.7272534987799,23.4504954853338,25.7272534987799,23.4504954853338,87.8163728399372,"max","max","min","null","transmembrane emp24 domain-containing protein, putative","Active","Active","Active","Active","Active","Active"
"1088","PF3D7_0527000",FALSE,88.5790679908327,89.7249809014515,88.6936592818946,1.14591291061879,88.9992360580596,89.7249809014515,"Left",0.175236193854386,22.1030089374439,20.7481475165007,23.1050743238422,23.1050743238422,20.7481475165007,92.0666783033688,"mid","min","max","MCM3","DNA replication licensing factor MCM3, putative","Active","Active","Active","Active","Active","Active"
"1089","PF3D7_0527100",FALSE,93.8693659281895,92.8380443086325,91.3292589763178,2.54010695187166,92.6788897377133,93.8693659281895,"Sides",0.158219788777725,28.0798363752199,28.1973792451404,26.06932308608,28.1973792451404,26.06932308608,92.7081515098621,"max","max","min","UBC13","ubiquitin-conjugating enzyme E2 N, putative","Active","Active","Active","Active","Active","Active"
"1090","PF3D7_0527200",FALSE,81.9709702062643,80.672268907563,84.2436974789916,3.57142857142857,82.2956455309397,84.2436974789916,"Left",0.180122782936538,9.86887727239148,8.11209214227227,7.44622584189505,9.86887727239148,7.44622584189505,88.9553150637109,"max","min","min","USP14","ubiquitin carboxyl-terminal hydrolase 14","Active","Active","Active","Active","Active","Active"
"1091","PF3D7_0527300",FALSE,29.144385026738,34.14820473644,36.4209320091673,7.27654698242933,33.2378405907818,36.4209320091673,"Right",0.305828981210193,14.8645834746335,11.2028915338507,10.7511836773564,14.8645834746335,10.7511836773564,74.2232501309129,"max","min","min","METAP1a","methionine aminopeptidase 1a, putative","Active","Active","Active","Active","Active","Active"
"1092","PF3D7_0527400",FALSE,71.4476699770817,68.1245225362872,70.3017570664629,3.3231474407945,69.9579831932773,71.4476699770817,"Left",0.224880842901509,23.699813881369,26.7244612183943,23.9230047256986,26.7244612183943,23.699813881369,72.9970326409496,"min","max","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1093","PF3D7_0527500",FALSE,79.8510313216196,78.0366692131398,80.8823529411765,2.84568372803668,79.5900178253119,80.8823529411765,"Left",0.467119763396885,41.4763289436277,43.0707831915158,36.7880223738277,43.0707831915158,36.7880223738277,93.1794379472857,"max","max","min","HIP","Hsc70-interacting protein","Active","Active","Active","Active","Active","Active"
"1094","PF3D7_0527600",FALSE,63.4262796027502,57.6394194041253,59.75935828877,5.7868601986249,60.2750190985485,63.4262796027502,"Left",0.283111112680416,9.14976064217561,6.29560941592855,5.34191617662402,9.14976064217561,5.34191617662402,62.6178216093559,"max","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1095","PF3D7_0527700",FALSE,34.3009931245225,27.3109243697479,39.5339954163484,12.2230710466005,33.7153043035396,39.5339954163484,"Right",0.850076121477643,29.1066351049009,17.6731112710266,22.8592039752915,29.1066351049009,17.6731112710266,7.79368127072788,"max","min","mid","null","tRNA Glutamic acid","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1096","PF3D7_0527800",FALSE,11.4782276546982,12.4713521772345,11.9174942704354,0.993124522536288,11.9556913674561,12.4713521772345,"Sides",0.293718825111524,33.3830987895649,30.577375948691,29.4325805918149,33.3830987895649,29.4325805918149,7.69767847791936,"max","min","min","null","tRNA Leucine","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1097","PF3D7_0527900",FALSE,52.3491214667685,50.7066462948816,51.5278838808251,1.64247517188694,51.5278838808251,52.3491214667685,"Left",0.137417864315034,28.4461971065651,27.6654646170201,26.5979268315279,28.4461971065651,26.5979268315279,54.13902949904,"max","mid","min","DDX41","ATP-dependent RNA helicase DDX41, putative","Active","Active","Active","Active","Active","Active"
"1098","PF3D7_0528000",FALSE,90.9663865546218,91.5775401069519,91.2337662337662,0.611153552330023,91.2592309651133,91.5775401069519,"Sides",0.179526688566899,34.2310385316671,34.9203488391808,32.505714877956,34.9203488391808,32.505714877956,91.831035084657,"max","max","min","UMP1","proteasome maturation factor UMP1, putative","Active","Active","Active","Active","Active","Active"
"1099","PF3D7_0528100",FALSE,91.2719633307869,90.6035141329259,90.2788388082506,0.993124522536291,90.7181054239878,91.2719633307869,"Left",0.154825918464858,7.2042573851422,8.50295048754445,6.42054188419211,8.50295048754445,6.42054188419211,69.6063885494851,"mid","max","min","null","AP-1 complex subunit beta, putative","Active","Active","Active","Active","Active","Active"
"1100","PF3D7_0528200",FALSE,85.179526355997,84.9694423223835,85.1413292589763,0.210084033613455,85.0967659791189,85.179526355997,"Left",0.147964068578044,37.0930027994366,36.2215318312663,35.1028860770619,37.0930027994366,35.1028860770619,88.854948507593,"max","mid","min","EIF3E","eukaryotic translation initiation factor 3 subunit E, putative","Active","Active","Active","Active","Active","Active"
"1101","PF3D7_0528300",FALSE,55.1948051948052,50.916730328495,44.6715049656226,10.5233002291826,50.2610134963076,55.1948051948052,"Mid",0.352924477141268,10.8182788515525,7.57893323822791,6.07144463400245,10.8182788515525,6.07144463400245,30.18415081166,"max","min","min","null","conserved protein, unknown function","Active","Active","Active","Active","Active","Active"
"1102","PF3D7_0528400",FALSE,82.5821237585943,75.362872421696,83.2123758594347,7.84950343773873,80.3857906799083,83.2123758594347,"Left",0.223463915539591,6.24718289047576,9.25277255448326,7.06749821753829,9.25277255448326,6.24718289047576,81.4365508814802,"min","max","min","DHHC7","palmitoyltransferase DHHC7","Active","Active","Active","Active","Active","Active"
"1103","PF3D7_0528500",FALSE,31.1306340718105,37.012987012987,31.9327731092437,5.88235294117647,33.3587980646804,37.012987012987,"Right",0.157364951602603,37.3485803046916,37.4700097706105,35.3534511715555,37.4700097706105,35.3534511715555,45.6667830336883,"max","max","min","CPalpha","F-actin-capping protein subunit alpha, putative","Active","Active","Active","Active","Active","Active"
"1104","PF3D7_0528600",FALSE,67.436974789916,72.5935828877005,68.5446906035141,5.15660809778457,69.5250827603769,72.5935828877005,"Mid",0.132013414999152,17.6240585867567,17.6309192083498,19.3996390184953,19.3996390184953,17.6240585867567,75.2094606388549,"min","min","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1105","PF3D7_0528700",FALSE,56.0160427807487,65.6035141329259,59.3009931245225,9.58747135217723,60.3068500127324,65.6035141329259,"Left",0.0855539373905872,39.4253072837288,39.1706361742773,38.2746068258254,39.4253072837288,38.2746068258254,66.4819340198988,"max","max","min","23 CYP","peptidyl-prolyl cis-trans isomerase","Active","Active","Active","Active","Active","Active"
"1106","PF3D7_0528800",FALSE,56.5699006875477,53.5905271199389,49.8090145148969,6.76088617265088,53.3231474407945,56.5699006875477,"Left",0.133144233592974,44.7149108978952,43.8560467714197,42.9241209560697,44.7149108978952,42.9241209560697,55.1012393087799,"max","mid","min","null","nucleolar preribosomal GTPase, putative","Active","Active","Active","Active","Active","Active"
"1107","PF3D7_0528900",FALSE,15.3934300993125,13.3307868601986,15.0687547746371,2.06264323911383,14.5976572447161,15.3934300993125,"Left",0.964095878641435,42.854658843961,48.2832873905581,35.3161978228308,48.2832873905581,35.3161978228308,14.3000523651597,"mid","max","min","null","conserved protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1108","PF3D7_0529000",FALSE,76.1650114591291,69.4232238349885,71.0466004583652,6.74178762414056,72.2116119174943,76.1650114591291,"Mid",0.132719752976246,7.6206780251524,5.90041206731965,5.83559734762189,7.6206780251524,5.83559734762189,62.9211031593646,"max","min","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1109","PF3D7_0529100",FALSE,75.4392666157372,76.0504201680672,68.9839572192513,7.06646294881588,73.4912146676853,76.0504201680672,"Mid",0.267102545054097,29.6428990975184,31.3548969097076,33.235428328496,33.235428328496,29.6428990975184,57.6213126200035,"min","mid","max","ATrx2","thioredoxin-like protein, putative","Active","Active","Active","Active","Active","Active"
"1110","PF3D7_0529200",FALSE,15.546218487395,15.6990068754775,12.6432391138273,3.05576776165011,14.6294881588999,15.6990068754775,"Right",0.486726957697617,13.0204597985384,16.4716597016629,9.92518212062995,16.4716597016629,9.92518212062995,21.0398847966486,"mid","max","min","null","sugar transporter, putative","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1111","PF3D7_0529300",FALSE,42.2650878533231,38.7318563789152,40.9472880061115,3.53323147440794,40.6480774127833,42.2650878533231,"Left",0.16366670839116,37.2517871407188,35.4148002243958,35.0504699128577,37.2517871407188,35.0504699128577,41.2441089195322,"max","min","min","TIC22","apicoplast TIC22 protein","Active","Active","Active","Active","Active","Active"
"1112","PF3D7_0529400",FALSE,95.0534759358289,93.9839572192513,94.9579831932773,1.06951871657755,94.6651387827858,95.0534759358289,"Sides",0.186062974013807,34.6993735331613,35.4465988934185,37.201920533647,37.201920533647,34.6993735331613,76.2174899633444,"min","min","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1113","PF3D7_0529500",FALSE,57.1237585943468,60.2941176470588,54.3544690603514,5.9396485867074,57.257448433919,60.2941176470588,"Left",0.183480221552914,46.4467716425551,43.9789626626684,44.1637929058436,46.4467716425551,43.9789626626684,63.4840286262873,"max","min","min","null","cell cycle regulator protein, putative","Active","Active","Active","Active","Active","Active"
"1114","PF3D7_0529600",FALSE,14.1902215431627,11.3063407181054,10.485103132162,3.70511841100076,11.9938884644767,14.1902215431627,"Left",0.323158218140372,14.2176264369746,16.8826368036207,12.5361587696327,16.8826368036207,12.5361587696327,2.96954093209984,"mid","max","min","null","tRNA Arginine","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1115","PF3D7_0529700",FALSE,19.6142093200917,24.7517188693659,23.414820473644,5.13750954927426,22.5935828877005,24.7517188693659,"Sides",0.271839616495127,10.4394876510162,11.7727887890092,8.11654594714974,11.7727887890092,8.11654594714974,22.4515622272648,"mid","max","min","null","heptatricopeptide repeat-containing protein, putative","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1116","PF3D7_0529800",FALSE,51.6233766233766,63.3498854087089,45.4736440030558,17.8762414056532,53.4823020117138,63.3498854087089,"Left",0.232362010181465,7.42559982749211,9.29841232196487,6.17314328502417,9.29841232196487,6.17314328502417,60.0061092686333,"mid","max","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1117","PF3D7_0529900",FALSE,86.2681436210848,88.7318563789152,89.7249809014515,3.45683728036668,88.2416603004838,89.7249809014515,"Left",0.111086464828368,4.04434722708531,5.05928959761344,5.53846017902686,5.53846017902686,4.04434722708531,83.8148018851458,"min","max","max","null","RING zinc finger protein, putative","Active","Active","Active","Active","Active","Active"
"1118","PF3D7_0530000",FALSE,70.5691367456073,67.3414820473644,72.6317799847212,5.29029793735677,70.1807995925643,72.6317799847212,"Left",0.557690045649077,14.2862115613284,10.1825750841026,6.78528044734832,14.2862115613284,6.78528044734832,83.6969802757898,"max","mid","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1119","PF3D7_0530100",FALSE,62.012987012987,37.9679144385027,78.3995416348358,40.4316271963331,59.4601476954418,78.3995416348358,"Mid",0.0966506076042721,2.78902431646179,2.01587895740075,3.31582962967821,3.31582962967821,2.01587895740075,69.8376680048874,"mid","min","max","SYN6","SNARE protein, putative","Active","Active","Active","Active","Active","Active"
"1120","PF3D7_0530200",FALSE,74.4652406417112,80.4812834224599,77.1581359816654,6.01604278074866,77.3682200152788,80.4812834224599,"Left",0.228715624230654,25.7597713614237,22.6835462155214,24.9028333341776,25.7597713614237,22.6835462155214,66.7066678303369,"max","min","max","PPT","phosphoenolpyruvate/phosphate translocator","Active","Active","Active","Active","Active","Active"
"1121","PF3D7_0530300",FALSE,64.4003055767762,66.5011459129106,75.7639419404125,11.3636363636364,68.8884644766998,75.7639419404125,"Left",0.449504060553837,14.5772761207377,9.40574883940382,8.5314465062886,14.5772761207377,8.5314465062886,49.799266887764,"max","min","min","null","conserved Plasmodium membrane protein, unknown function","Active","Active","Active","Active","Active","Active"
"1122","PF3D7_0530400",FALSE,18.5446906035141,17.9335370511841,17.7998472116119,0.744843391902215,18.0926916221034,18.5446906035141,"Left",0.230674559812424,18.8548453008595,20.3045568618126,21.9574181303366,21.9574181303366,18.8548453008595,19.5060219933671,"min","mid","max","null","conserved Plasmodium protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1123","PF3D7_0530500",FALSE,12.012987012987,10.7524828113063,9.43468296409473,2.57830404889229,10.733384262796,12.012987012987,"Left",0.739021778731888,30.1301570415928,26.2239819283697,20.1903141176489,30.1301570415928,20.1903141176489,9.34718100890208,"max","mid","min","null","conserved Plasmodium membrane protein, unknown function","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1124","PF3D7_0530600",FALSE,33.5943468296409,34.205500381971,30.8059587471352,3.39954163483575,32.868601986249,34.205500381971,"Left",0.0930072804730705,30.2599229493963,31.5108708717591,30.6580759701331,31.5108708717591,30.2599229493963,55.5594344562751,"min","max","min","null","XAP-5 DNA binding protein, putative","Active","Active","Active","Active","Active","Active"
"1125","PF3D7_0530700",FALSE,22.5744843391902,21.3330786860199,19.7288006111536,2.84568372803667,21.2121212121212,22.5744843391902,"Right",0.143776420269383,14.5383478364973,15.5806497192382,16.4721406891205,16.4721406891205,14.5383478364973,34.9101064758248,"min","mid","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1126","PF3D7_0530800",FALSE,9.26279602750191,8.9572192513369,6.32161955691367,2.94117647058824,8.18054494525083,9.26279602750191,"Left",1.31760394844833,37.6156316595529,38.6805759543063,20.9588028476762,38.6805759543063,20.9588028476762,28.4822831209635,"max","max","min","null","CPW-WPC family protein","Inactive_FC_reddown","Inactive_FC_reddown","Inactive_FC_reddown","Inactive","Inactive","Inactive"
"1127","PF3D7_0530900",FALSE,82.1810542398778,81.1306340718105,79.144385026738,3.03666921313979,80.8186911128088,82.1810542398778,"Mid",0.23162873421942,13.0953036595093,16.2107101347605,15.3248353895642,16.2107101347605,13.0953036595093,38.4643916913947,"min","max","max","FRM1","formin 1","Active","Active","Active","Active","Active","Active"
"1128","PF3D7_0531000",FALSE,53.2276546982429,46.9442322383499,49.1787624140565,6.28342245989305,49.7835497835498,53.2276546982429,"Right",0.0853918635962603,18.7567942875054,19.8901752755004,19.9053148528751,19.9053148528751,18.7567942875054,37.4978181183453,"min","max","max","null","SURF1 domain-containing protein, putative","Active","Active","Active","Active","Active","Active"
"1129","PF3D7_0531100",FALSE,71.1802902979373,62.4331550802139,62.012987012987,9.16730328495034,65.2088107970461,71.1802902979373,"Mid",0.261736533918959,15.4745335572256,16.4521654412298,12.9318090600198,16.4521654412298,12.9318090600198,29.0495723511957,"max","max","min","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1130","PF3D7_0531200",FALSE,22.0588235294118,27.7310924369748,28.170359052712,6.11153552330023,25.9867583396995,28.170359052712,"Left",0.218877069057762,26.4412874541419,23.497390875315,25.1690583455325,26.4412874541419,23.497390875315,21.9890033164601,"max","min","mid","null","ribosomal protein S16, mitochondrial, putative","Inactive","Inactive","Inactive","Inactive","Inactive","Inactive"
"1131","PF3D7_0531300",FALSE,14.1138273491215,20.3781512605042,22.0015278838808,7.88770053475936,18.8311688311688,22.0015278838808,"Left",0.386560598320022,18.4769361252473,17.3393158357937,22.538555883198,22.538555883198,17.3393158357937,41.4164775702566,"min","min","max","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1132","PF3D7_0531400",FALSE,42.9526355996944,46.6959511077158,44.6906035141329,3.74331550802139,44.7797300738477,46.6959511077158,"Sides",0.148789705266171,14.4673480648765,16.4685696007065,15.6569502955906,16.4685696007065,14.4673480648765,36.8716180834352,"min","max","mid","null","conserved Plasmodium protein, unknown function","Active","Active","Active","Active","Active","Active"
"1133","PF3D7_0531600",FALSE,100,99.9809014514897,99.9618029029794,0.0381970970206282,99.9809014514897,100,"Right",0.342769138354409,17.2673934606571,21.8776383715239,18.36362049409,21.8776383715239,17.2673934606571,NA,"min","max","min","null","18S ribosomal RNA","Wrong!","Wrong!","Wrong!","No_Category!","No_Category!","No_Category!"
"1134","PF3D7_0531700",FALSE,89.1138273491215,83.6516424751719,88.7318563789152,5.46218487394958,87.1657754010695,89.1138273491215,"Mid",0.357845850892559,90.7041668781686,85.8911401836637,88.5050216304012,90.7041668781686,85.8911401836637,NA,"max","min","mid","null","unspecified product","Wrong!","Wrong!","Wrong!","No_Category!","No_Category!","No_Category!"
"1135","PF3D7_0532100",FALSE,99.2360580595875,99.5607333842628,99.1596638655462,0.401069518716582,99.3188184364655,99.5607333842628,"Left",0.317625036549866,48.0198927725162,49.3405011777201,52.2919495141119,52.2919495141119,48.0198927725162,99.8865421539536,"min","min","max","ETRAMP5","early transcribed membrane protein 5","Active","Active","Active","Active","Active","Active"
"1136","PF3D7_0532200",FALSE,28.1512605042017,25.5920550038197,26.3750954927426,2.55920550038197,26.7061370002546,28.1512605042017,"Sides",0.192990587796312,21.2328361852338,20.9456207301584,18.6371127793734,21.2328361852338,18.6371127793734,30.7448943969279,"max","max","min","null","Plasmodium exported protein (PHISTc), unknown function","Active","Active","Active","Active","Active","Active"
"1137","PF3D7_0532300",FALSE,95.4545454545455,96.6768525592055,95.4354469060351,1.24140565317036,95.855614973262,96.6768525592055,"Mid",0.203344353696751,45.9059502361825,44.0915235017362,46.8265050589575,46.8265050589575,44.0915235017362,92.3852330249607,"mid","min","max","null","Plasmodium exported protein (PHISTb), unknown function","Active","Active","Active","Active","Active","Active"
"1138","PF3D7_0532400",FALSE,79.2398777692895,82.0091673032849,78.2467532467532,3.7624140565317,79.8319327731092,82.0091673032849,"Mid",0.187377564943925,41.3161002906397,40.7940544324697,43.3142826809655,43.3142826809655,40.7940544324697,93.7554547041368,"min","min","max","LyMP","lysine-rich membrane-associated PHISTb protein","Active","Active","Active","Active","Active","Active"
"1139","PF3D7_0532500",FALSE,29.8510313216196,34.2627960275019,42.6661573720397,12.8151260504202,35.5933282403871,42.6661573720397,"Left",0.722296632998974,34.3079352845188,27.0935453489033,36.8084350627395,36.8084350627395,27.0935453489033,43.6158142782336,"max","min","max","null","Plasmodium exported protein, unknown function","Active","Active","Active","Active","Active","Active"
"1140","PF3D7_0532600",TRUE,41.157372039725,11.0580595874714,45.5309396485867,34.4728800611154,32.5821237585943,45.5309396485867,"Mid",2.89902222087603,78.4645586383111,42.6436483246276,81.6354971954102,81.6354971954102,42.6436483246276,87.4890905917263,"max","min","max","null","Plasmodium exported protein, unknown function","Var_Active_FC","Var_Repressed_FC_noredpcnt","Var_Active_FC","Var_Active","Var_Repressed","Var_Active"
"1141","PF3D7_0532700",TRUE,7.39113827349121,6.47440794499618,7.27654698242934,0.916730328495034,7.04736440030558,7.39113827349121,"Left",0.314237042769933,25.5892658605538,21.3627776352982,22.4795323893702,25.5892658605538,21.3627776352982,9.49336707976959,"max","min","min","VAR","erythrocyte membrane protein 1 (PfEMP1), pseudogene","Var_Repressed_noFC","Var_Repressed_noFC","Var_Repressed_noFC","Var_Repressed","Var_Repressed","Var_Repressed"
"1142","PF3D7_0532900",TRUE,1.77616501145913,1.24140565317036,0.840336134453782,0.935828877005348,1.28596893302776,1.77616501145913,"No Data",NA,NA,NA,NA,NA,NA,24.6967184499913,NA,NA,NA,"RIF","rifin","Wrong!","Wrong!","Wrong!","No_Category!","No_Category!","No_Category!"
"1143","PF3D7_0533000",TRUE,3.13216195569137,5.84415584415584,9.93124522536287,6.7990832696715,6.30252100840336,9.93124522536287,"Left",1.94494192422752,27.3690723721125,30.6226608308003,53.5285412529727,53.5285412529727,27.3690723721125,16.4230232152208,"min","min","max","RIF","rifin, pseudogene","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed_FC_noredpcnt","Var_Repressed","Var_Repressed","Var_Repressed"
